กรุงเทพมหานคร,จตุจักร,อมร เพรสทีจ บจก.,0-2513-9555,168 ถ.รัชดาภิเษก แขวงจันทรเกษม เขตจตุจักร กรุงเทพฯ 10900
กรุงเทพมหานคร,จตุจักร,พระนคร ยนตรการ บจก.,0-2561-5000 ต่อ 5000,108 ม.2 ถ.วิภาวดีรัสิต แขวงลาดยาว เขตจตุจักร กรุงเทพฯ 10900
กรุงเทพมหานคร,จตุจักร,วอง ฮอนด้า คาร์ส์ บจก. (จตุจักร),0-2955-1720,3/1 ม.9 แขวงลาดยาว เขตจตุจักร กรุงเทพฯ 10900
กรุงเทพมหานคร,จตุจักร,โตโยต้า กรุงไทย บจก. (สาขาเกษตร),0-2530-9999 ต่อ 7504,2368 ถ.พหลโยธิน แขวงเสนานิคม เขตจตุจักร 10900
กรุงเทพมหานคร,จตุจักร,คอร์ซ่า โมโต บจก.,02-5133-3333 ต่อ 321,12 ซ.วิภาวดี-รังสิต 22 ถ.วิภาวดีรังสิต แขวงจอมพล เขตจตุจักร กรุงเทพฯ 10900
กรุงเทพมหานคร,จตุจักร,อีซูซุพระนคร บจก.,0-2561-0820,110/1 ม.2 ถ.วิภาวดีรังสิต ต.ลาดยาว อ.จตุจักร กรุงเทพฯ 10900
กรุงเทพมหานคร,จอมทอง,เจ.เจ.มอเตอร์ไบค์ หจก.,"0-2893-8704, 086-313-3051",3/15 ม.10 ขว.จอมทอง เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,ดาวคะนอง ฮอนด้า ออโตโมบิล บจก.,"0-2877-0751-8 , 0-2477-0055-6",161 ม.3 ถ.สุขสวัสดิ์ ขว.จอมทอง เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,ตงเจริญยนต์ (2) อู่ ,0-2893-7606-7,54/32 ม.10 ซ.เอกชัย 10/1 ถ.เอกชัย ขว.บางขุนเทียน เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,โตโยต้า เจดีคาร์ส บจก.,0-2453-1999,18/7-9 ม.8 ถ.กัลปพฤกษ์ ขว.บางขุนเทียน เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,น าสิริยนต์ บจก.,0-2468-8584,26/14 ม.4 ขว.จอมทอง เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,พจน์ การาจ อู่ ,"0-2476-1346, 0-2875-3317",83/17 ถ.รัตนกวี (จอมทอง19) พระราม2 ซ.28 แยก15 ขว.จอมทอง เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,พี อาร์ แมชชินเนอรี่ หจก.,"0-2452 -1181 , 08-1434-3003, 08-979-2036",96/74 ม.9 ซ.พระราม 2(30) ขว.บางมด เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,พี แอนด์ พี มอเตอร์ไบรค์ หจก.,"08-1822-5951 , 08-1643-4792",67/37 ม.6 ซ.จอมทอง 19 ถ.พระราม 2 ขว.จอมทอง เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,อ.เจริญชัยการาจ บจก.,"0-2468-1229 ,0-2468-7861, 081-926-6208",56/6 ถ.วุฒากาศ ขว.บางค้อ เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,อัลฟ่าทีมส์ บจก.,"0-2867-1370-2, 0-2415-4363, 0-2415-5082","679, 681 ถ.พระราม 2 ขว.บางมด เขตจอมทอง กรุงเทพฯ 10150"
กรุงเทพมหานคร,จอมทอง,อาทิตย์การาจ บจก.,"0-2452-0613-4, 0- 2452-1275",49/2 ม.9 ซ.28/1 ถ.พระราม 2 ขว.บางมด เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,อาร์เอ็มเอ ซิตี ้ มอเตอร์ส บจก.(สาขากัลัปพฤกษ์),0-2416-1555,34/9 ถ.กลัปพฤกษ์ ขว.บางขุนเทียน เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,อีซูซุนครหลวง บจก.,0-2428-0036,579 ถ.พระราม2 ขว.บางมด เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,เอ็น ซี เอ็ม ออโต้ เซอร์วิส บจก.,0-2875-7759-62,17/45-46 ม.2 ถ.จอมทอง แขวงจอมทอง เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,จอมทอง,เอ็มบอดี ้ เซอร์วิส บจก.,0-2427-0273,3/13 ม.2 ซ.3 ถ.พระราม2 แขวงบางมด เขตจอมทอง กรุงเทพฯ 10150
กรุงเทพมหานคร,ดอนเมือง,เดอะ คาร์ เซอร์วิส บจก.,"09-5803-4838, 08-2090-1588",9/1 ซ.โกสุมรวมใจ35 แขวงดอนเมือง เขตดอนเมือง กรุงเทพฯ 10210
กรุงเทพมหานคร,ดอนเมือง,โตโยต้า บางกอก บจก. (ดอนเมือง) ,0-2998-0217-9,42/3-4 ม.9 ถ.วิภาวดีรังสิต ขว.สีกัน เขตดอนเมือง กรุงเทพฯ 10120
กรุงเทพมหานคร,ดอนเมือง,ยุทธเซอร์วิส บจก.,"0-2981-0451, 0-2981-0452",14 ซ.โกสุมรวมใจ7 ถ.โกสุมรวมใจ ขว.สีกัน เขตดอนเมือง กรุงเทพฯ 10210
กรุงเทพมหานคร,ดอนเมือง,สยามนิสสัน บางกอก อินเตอร์เนชั่นแนล บจก.,0-2531-7337,2 ซ.พหลโยธิน79 ขว.สนามบิน เขตดอนเมือง กรุงเทพฯ 10210
กรุงเทพมหานคร,ดอนเมือง,หมง 2002 บจก.,"0-2929-5922, 0-2983-5454, 08-1488-3422",217 ถ.ช่างอากาศอุทิศ แขวงดอนเมือง เขตดอนเมือง กรุงเทพฯ 10210
กรุงเทพมหานคร,ดอนเมือง,โตโยต้ามหานคร บจก. (สาขา3) ,0-2996-9701-5 ต่อ 401-404,"35,35/1 ถ.พหลโยธิน แขวงสนามบิน เขตดอนเมือง จ.กรุงเทพฯ 10210"
กรุงเทพมหานคร,ดินแดง,สถิตพร ออโต้เซอร์วิส บจก.,"0-2245-1739 , 0-2246-5640",1022 ซ.เหมวงษ์ ถ.อโศก-ดินแดง ขว.ดินแดง เขตดินแดง กรุงเทพฯ 10400
กรุงเทพมหานคร,ดินแดง,สมพงษ์ มอเตอร์คาร์ส หจก. [CK],"0-2643-3812, 0-2643-3815",301/5 ซอยประสานสารบรรณ ถ.ดินแดง ขวงดินแดง เขตดินแดง กรุงเทพฯ 10400
กรุงเทพมหานคร,ดินแดง,อัลฟ่าออโต้กล๊าส บจก.,"0-2692-0922-3 , 08-1612-1345 วนิดา",40 ข้างโรงเรียนสุรศักด์มนตรี ถนนวิภาวดี-รังสิต ขว.ดินแดง เขตดินแดง กรุงเทพฯ 10400
กรุงเทพมหานคร,ดุสิต,บางกระบือ เอ็นจิเนียริ่ง เซอร์วิส บจก.,0-2241-1866,170/1 ซ.สามเสน 21 ถ.สามเสน ขว.นครไชยศรี เขตดุสิต กรุงเทพฯ 10300
กรุงเทพมหานคร,ดุสิต,ลักกี ้ การาจ หจก.,0-2669-2613,15 ซอยสามเสน 21 ถนนสามเสน เขตดุสิต กทม. 10300
กรุงเทพมหานคร,ตลิ่งชัน,002 เซอร์วิส เซ็นเตอร์ บจก.(HONDA) ,0-2880-7211-2,1/102 ถ.ปิ่ นเกล้า-นครชัยศรี ขว.ตลิ่งชัน เขตตลิ่งชัน กรุงเทพฯ 10170
กรุงเทพมหานคร,ตลิ่งชัน,เบนซ์ตลิ่งชัน บจก.,"0-2880-7180-9 , 0 2880 9450-1",2/9-10 ม.9 ถ.ปิ่ นเกล้า-นครชัยศรี เขตตลิ่งชัน กรุงเทพฯ 10170
กรุงเทพมหานคร,ตลิ่งชัน,ปิ่นเกล้า ฮอนด้าคาร์ส บจก.,0-2881-1875-82,75 ม. 2 ถ.ปิ่ นเกล้า-นครชัยศรี ขว.ฉิมพลี เขตตลิ่งชัน กรุงเทพฯ 10170
กรุงเทพมหานคร,ตลิ่งชัน,ภัทรวดี 999 เซอร์วิส บจก.,0-2882-2869,61/14 ม.4 ซ.สวนแดน ถ.ชัยพฤกษ์-สวนผัก ขว.ตลิ่งชัน เขตตลิ่งชัน กรุงเทพฯ 10170
กรุงเทพมหานคร,ตลิ่งชัน,ยูไนเต็ด ฮอนด้า ออโตโมบิล บจก.,0-2432-2222,22 ถ.ราชพฤกษ์ ต.บางระมาด อ.ตลิ่งชัน จ.กรุงเทพฯ 10170
กรุงเทพมหานคร,ตลิ่งชัน,อรัญอินเตอร์การาจ อู่,"0-2864-8259, 0-2864-9957",54/93 ซ.จรัญสนิทวงศ์ 35 หมู่ที่ 10 ถนนจรัญสนิทวงศ์ แขวงบางพรม เขตตลิ่งชัน กรุงเทพฯ 10170
กรุงเทพมหานคร,ตลิ่งชัน,กาญจนาภิเษก ฮอนด้า ออโตโมบิล บจก.,0-2115-3000,272 ถ.กาญจนาภิเษก แขวงฉิมพลี เขตตลิ่งชัน จ.กรุงเทพฯ 10170
กรุงเทพมหานคร,ตลิ่งชัน,โตโยต้า เอ็มไพร์ส บจก.,0-2448-8222,38/3 ม.11 ถ.ตลิ่งชัน-สุพรรณบุรี แขวงฉิมพลี เขตตลิ่งชัน กรุงเทพฯ 10120
กรุงเทพมหานคร,ตลิ่งชัน,โตโยต้า กรุงไทย บจก. (สาขาตลิ่งชัน),0-2530-9999 ต่อ 8512,128/9 ถ.บรมราชชนนี แขวงตลิ่งชัน เขตตลิ่งชัน 10170
กรุงเทพมหานคร,ตลิ่งชัน,ส.เทพกร อู่,0-2448-7339,19/26 ม.4 ซ.ร่มโพธ์ ถ.พุทธมณฑลสาย 1 แขวงบางระมาด เขตตลิ่งชัน กรุงเทพฯ 10170
กรุงเทพมหานคร,ทวีวัฒนา,ก.เจริญเซอร์วิส บจก.,"0-2888-7189, 08-1425-7369",634/1 ม.8 ซ.บรมราชนนี 76 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา จ.กรุงเทพมหานคร 10170
กรุงเทพมหานคร,ทวีวัฒนา,พีทีเอส มอเตอร์ เซอร์วิส บจก.,0-2441-5363-4,14/51 ม.2 แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพฯ 10170
กรุงเทพมหานคร,ทวีวัฒนา,อนันต์ 2539 การาจ บจก.,0-2888-4112-3,77/113 ม.7 ถ.บรมราชชนนี แขวงศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพฯ 10170
กรุงเทพมหานคร,ทวีวัฒนา,เดีย บอดี ้ แอนด์ เพ็นท์ (1995) บจก.,0-2408-9241-6,86 ถ.บรมราชชนนี ขว.ศาลาธรรมสพน์ เขตทวีวัฒนา กรุงเทพฯ 10170
กรุงเทพมหานคร,ทุ่งครุ,โสฬส คาร์ เซอร์วิส อู่,0-2873-5448,22 ซ.ประชาอุทิศ 69 แยก 11 ถ.ประชาอุทิศ แขวงทุ่งครุ เขตทุ่งครุ กรุงเทพฯ 10140
กรุงเทพมหานคร,ธนบุรี,เค.ที.ยานยนต์ ร้าน ,"0-2466-1504 , 08-1814-4647",26 ซ.ตากสิน 10 ถ.ตากสิน ขว.บุคคโล เขตธนบุรี กรุงเทพฯ 10600
กรุงเทพมหานคร,ธนบุรี,บางกอกมอเตอร์,"0-2877-9163, 08-6373-8099",29 ถ.สมเด็จพระเจ้าตากสิน ขว.ส าเหร่ เขตธนบุรี กรุงเทพฯ 10600
กรุงเทพมหานคร,ธนบุรี,วรจักรยนต์ บจก.(สี่แยกบ้านแขก) ,0-2890-0851-6,319 ถ.ประชาธิปก ขว.หิรัญรูจี เขตธนบุรี กรุงเทพฯ 10600
กรุงเทพมหานคร,ธนบุรี,เอ็น.เค.ซี อินเตอร์ บจก (สามเหร่) ,0-2476-9606,1213/28 ถ.สมเด็จพระเจ้าตากสิน ขว.บุคคโล เขตธนบุรี กรุงเทพฯ 10600
กรุงเทพมหานคร,ธนบุรี,เอ็น.เค.ซี อินเตอร์ บจก.(เดอะมอลล์ท่าพระ) ,0- 2476-9607-9,154/1 ถ.รัชดาภิเษก ขว.บุคคโล เขตธนบุรี กรุงเทพฯ 10600
กรุงเทพมหานคร,ธนบุรี,โตโยต้า ธนบุรี บจก.,0-2912-2200,313/1 ถ.รัชดาภิเษก แขวงบุคคโล เขตธนบุรี 10600
กรุงเทพมหานคร,บางกอกน้อย,จรัลยนต์เซอร์วิส บจก.,0-2411-0863,307/210 ซ.จรัญสนิทวงศ์31 ถ.จรัญสนิทวงศ์ ขว.บางขุนศรี เขตบางกอกน้อย กรุงเทพฯ 10700
กรุงเทพมหานคร,บางกอกใหญ่,ทรี มอเตอร์ไบรค์ (2002) หจก.,"0-2467-3489 , 0-2868-2801",19/4 ถ.จรัญสนิทวงศ์ ขว.วัดท่าพระ เขตบางกอกใหญ่ กรุงเทพฯ 10600
กรุงเทพมหานคร,บางกอกใหญ่,นครชัยยนต์ หจก.,0-2868-0636,26/71-74 ถ.จรัญสนิทวงศ์ ขว.ท่าพระ เขตบางกอกใหญ่ กทม. 10600
กรุงเทพมหานคร,บางกอกใหญ่,พี.ที.พี. เซอร์วิส บจก.,0-2868-2826-7,375 ถ.เพชรเกษม แขวงวัดท่าพระ เขตบางกอกใหญ่ กรุงเทพฯ 10600
กรุงเทพมหานคร,บางกะปิ,117 เซอร์วิส บจก.,0-2378-1005-6,62 ซ.ลาดพร้าว 117 ถ.ลาดพร้าว แขวงคลองจั่น เขตบางกะปิ กรุงเทพฯ 10240
กรุงเทพมหานคร,บางกะปิ,ซัมมิท ฮอนด้า ออโตโมบิล บจก.,0-2732-2680-93 ต่อ 106-107,825 ถนนรามค าแหง แขวงหัวหมาก เขตบางกะปิ กรุงเทพมหานคร 10240
กรุงเทพมหานคร,บางกะปิ,ถาวรมงคล บจก.,0-2377-4177-8,139 หมู่ 2 ถ.ลาดพร้าว ซ.ลาดพร้าว7 ขว.คลองจั่น เขตบางกะปิ กรุงเทพฯ 10240
กรุงเทพมหานคร,บางกะปิ,มาสด้า ซิตี ้ บจก. (สาขารามค าแหง69),0-2718-5060,2363/1 ถ.รามค าแหง ขว.หัวหมาก เขตบางกะปิ กรุงเทพฯ 10240
กรุงเทพมหานคร,บางกะปิ,มาสด้า ซิตี ้ บจก. (สาขาหัวหมาก),0-2736-3888,3563/3 ถ.รามค าแหง ขว.หัวหมาก เขตบางกะปิ กรุงเทพฯ 10240
กรุงเทพมหานคร,บางกะปิ,สยามนิสสัน บอดี ้ บจก.(ลาดพร้าว),0-2736 -1441-2,2993/1 ลาดพร้าว ขว.คลองจั่น เขตบางกะปิ กรุงเทพฯ 10240
กรุงเทพมหานคร,บางกะปิ,สิทธิผลเซลส์ บจก.,0-2718-5312-5,156 ถ.รามค าแหง แขวงหัวหมาก เขตบางกะปิ กรุงเทพฯ 10240
กรุงเทพมหานคร,บางกะปิ,เอ็น เจ อาร์ การาจ อู่,0-2732-9191,2/2 ซ. กองทุนที่ดินไทย ถ.รามค าแหง46 แขวงหัวหมาก เขตบางกะปิ กทม. 10240
กรุงเทพมหานคร,บางขุนเทียน,คาร์เซอร์เคิล แอนด์ เซอร์วิส บจก.,0-2451-6334,6/117 ม.1 ซ.สะแกงาม 16 ถ.สะแกงาม แขวงแสมด า เขตบางขุนเทียน กรุงเทพฯ 10150
กรุงเทพมหานคร,บางขุนเทียน,เจเจ ออโต้ เซอร์วิส บจก,"0-2415-4625, 08-6301-4580",65/7 ม.10 ถ.เอกชัย แขวงบางขุนเทียน เขตจอมทอง 10150
กรุงเทพมหานคร,บางขุนเทียน,แจ่มใสการาจ 2009 บจก.,"0-2896-4780, 08-6326-1058, 08-6889-5993",79/94 ม.2 แขวงแสมด า เขตบางขุนเทียน กรุงเทพฯ 10160
กรุงเทพมหานคร,บางขุนเทียน,ช.ธนบดี ออโต้ บจก.,0-2415-1577-9,188 ถ.พระราม2 ซ.54 แยก4 แขวงแสมด า เขตบางขุนเทียน กรุงเทพฯ 10150
กรุงเทพมหานคร,บางขุนเทียน,โตโยต้า นครธน บมจ. (สนญ.) ,"0-2452-2555-66 , 0-2452-2569",79/99 หมู่ 4 ถนนพระราม 2 ขว.แสมด า เขตบางขุนเทียน กรุงเทพฯ 10150
กรุงเทพมหานคร,บางขุนเทียน,วรจักรยนต์ บจก.(พระรามที่ 2) ,0-2894-1000,319 ถ.พระราม 2 ขว.แสมด า เขตบางขุนเทียน กรุงเทพฯ 10600
กรุงเทพมหานคร,บางขุนเทียน,สยามนิสสันรถดีพระราม 2 บจก.,0-2417-0777,3 ถ.พระรามที่2 แขวงท่าข้าม เขตบางขุนเทียน กรุงเทพฯ 10150
กรุงเทพมหานคร,บางขุนเทียน,ตั ้ม ออโต้ เทรด บจก.,"0-2416-5060, 0-2899-7875",277 ถ.บางขุนเทียน ขว.แสมด า เขตบางขุนเทียน กรุงเทพฯ 10150
กรุงเทพมหานคร,บางเขน,กลาสเทค (ประเทศไทย) บจก. (รามอินทรา) ,0-2943-5900,"228,230,232,234 ถ.รามอินทรา ขว.ท่าแร้ง เขตบางเขน กรุงเทพฯ 10220"
กรุงเทพมหานคร,บางเขน,กันตพงศ์ ออโต้ เซอร์วิส บจก.,0-2362-4544,98 ซ.รามอินทรา 34 (เลียบทางด่วนรามอินทรา) ถ.อยู่เย็น ขว.ท่าแร้ง เขตบางเขน กรุงเทพฯ 10230
กรุงเทพมหานคร,บางเขน,พรีเซียส คาร์แคร์ บจก.,0-2519-7701-3,92/12 ม.6 ซ.วัชรพล ถ.รามอินทรา ขว.ท่าแร้ง เขตบางเขน กรุงเทพฯ 10220
กรุงเทพมหานคร,บางเขน,วรพรพิพัฒน์ บจก.,0-2948-0421,97/6 ม.6 แขวงท่าแร้ง เขตบบางเขน กรุงเทพฯ 10220
กรุงเทพมหานคร,บางเขน,วัชรพล คัลเลอร์ เวิล์ด แอนด์ เซอร์วิส บจก.,"0-2949-8819, 086-327-3573, 081-924-1048",122/6 ม.6 ขว.ท่าแร้ง เขตบางเขน กทม. 10220
กรุงเทพมหานคร,บางเขน,สถิตพร ออโต้บอดี ้ บจก.,0-2522 6166-8,31/17 ซอยรามอินทรา 6/1 ถนนรามอินทรา แขวงอนุสาวรีย์ เขตบางเขน กทม. 10220
กรุงเทพมหานคร,บางเขน,แอลบาทรอส ออโต้ บจก.,0-2970-7000,183 ถ.รามอินทรา ขว.อนุสาวรีย์ เขตบางเขน กรุงเทพฯ 10220
กรุงเทพมหานคร,บางเขน,แอลบาทรอส ออโต้ บจก.,0-2970-7000,183 ถ.รามอินทรา ขว.อนุสาวรีย์ เขตบางเขน กรุงเทพฯ 10220
กรุงเทพมหานคร,บางเขน,พีพีเอส.อินเตอร์กรุ๊ป บจก.,0-2521-3333,214 ถ.รามอินทรา แขวงท่าแร้ง เขตบางเขน กรุงเทพฯ 10220
กรุงเทพมหานคร,บางเขน,รัตนการาจ บจก.,0-2521-3212-3,40 สุขาภิบาล5 ซ.5 แยก14 แขวงท่าแร้ง เขตบางเขน กรุงเทพฯ 10220
กรุงเทพมหานคร,บางคอแหลม,จิระคาร์บอดี ้เซอร์วิส บจก.,"0-2291-0199 , 0-2291-1290 , 0-2291-1272",135 ถ.พระราม 3 ขว.บางคอแหลม เขตบางคอแหลม กรุงเทพฯ 10120
กรุงเทพมหานคร,บางคอแหลม,เจริญกรุงกระจกรถยนต์ หจก.,"0-2291-7696-7 , 08-1700-0025",218/12 ถ.พระราม 3 ซ.6 ขว.บางคอแหลม เขต บางคอแหลม กรุงเทพฯ 10120
กรุงเทพมหานคร,บางคอแหลม,เบนซ์พระราม 3 บจก.,0-2291-1212,487 ถ.พระราม 3 แขวงบางโคล่ เขตบางคอแหลม กรุงเทพฯ 10120
กรุงเทพมหานคร,บางคอแหลม,พระราม 3 ฮอนด้าคาร์ส บจก.(บางคอแหลม) ,0-2689-3999,358/1 ถ.พระราม 3 ขว.บางโคล่ เขตบางคอแหลม กรุงเทพฯ 10120
กรุงเทพมหานคร,บางแค,คัลเลอร์ อัพ การาจ หจก.,"0-2801-1100, 08-9121-3232",104/104 ม.4 ขว.บางแค เขตบางแค กรุงเทพฯ 10160
กรุงเทพมหานคร,บางแค,โตโยต้า บัสส์ บจก. (บางแค) ,0-2862-8888,88 ซ.เพชรเกษม 88 ขว.บางแคเหนือ เขตบางแค กรุงเทพฯ 10160
กรุงเทพมหานคร,บางแค,โตโยต้า เอ็มไพร์ส ยูซฟูล คาร์ส บจก.,0-2413-3999,1177/2 ถ.กาญจนาภิเษก ขว.บางแคเหนือ เขตบางแค กรุงเทพฯ 10160
กรุงเทพมหานคร,บางแค,โตโยต้า เอ็มไพร์ส ยูซฟูล คาร์ส บจก.,0-2413-3999,1177/2 ถ.กาญจนาภิเษก ขว.บางแคเหนือ เขตบางแค กรุงเทพฯ 10160
กรุงเทพมหานคร,บางแค,ท.การช่าง ออโต เซ็นเตอร์ บจก.,"0-2410-3337,0-2410-3702,084-6587997",2 ซ.บางแวก 122 ขว.บางไผ่ เขตบางแค กรุงเทพฯ 10160
กรุงเทพมหานคร,บางแค,ไทยยานยนต์ เซลส์แอนด์เซอร์วิส บจก. (B.M.W) ,0-2804-9000 ต่อ 3101,119 ม.1 ถ.เพชรเกษม ขว.บางแคเหนือ เขตบางแค กรุงเทพฯ 10160
กรุงเทพมหานคร,บางแค,ธนบุรี ฮอนด้าคาร์ส บจก.,0-2803-2222-3,42 ม.9 ถ.กาญจนาภิเษก ขว.บางแค เขตบางแค กรุงเทพฯ 10160
กรุงเทพมหานคร,บางแค,บางแคกระจกรถยนต์ หจก.,0-2455-8795,47/27 ม. 5 ถ.กาญจนาภิเษก ขว.บางแค เขตบางแค กรุงเทพฯ 16160
กรุงเทพมหานคร,บางแค,พี&พี มอเตอร์ไบค์ 2 ร้าน ,0-2410-3881,441 ถ.บางแวก ขว.บางไผ่ เขตบางแค กรุงเทพฯ 10160
